education,skills,sector_interest,location,category,district_type,prev_internship,internship_id,required_skills,internship_sector,internship_location,skill_overlap,sector_match,location_score,social_weight,edu_level,label
Master's,"[""Compliance"", ""Contract Drafting"", ""Legal Research"", ""Community Outreach"", ""Survey Methods"", ""IP Law""]",legal,Delhi,General,Rural,1,INT-021,"[""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Labour Law""]",legal,Mumbai,0.5,1,0.3,0.75,4,1
Master's,"[""Compliance"", ""Contract Drafting"", ""Legal Research"", ""Community Outreach"", ""Survey Methods"", ""IP Law""]",legal,Delhi,General,Rural,1,INT-014,"[""Audit"", ""Financial Modeling"", ""Tally"", ""Taxation""]",finance,Pune,0.0,0,0.3,0.75,4,0
Bachelor's,"[""Copywriting"", ""Social Media"", ""Graphic Design"", ""SEO"", ""Cloud"", ""SEO""]",media,Delhi,EWS,Urban,1,INT-015,"[""Excel"", ""Financial Modeling"", ""Audit""]",finance,Lucknow,0.0,0,0.3,0.55,3,0
Bachelor's,"[""Copywriting"", ""Social Media"", ""Graphic Design"", ""SEO"", ""Cloud"", ""SEO""]",media,Delhi,EWS,Urban,1,INT-042,"[""GIS Mapping"", ""Survey Methods""]",govt,Bhopal,0.0,0,0.3,0.55,3,0
Bachelor's,"[""Copywriting"", ""Social Media"", ""Graphic Design"", ""SEO"", ""Cloud"", ""SEO""]",media,Delhi,EWS,Urban,1,INT-005,"[""Policy Analysis"", ""Report Writing"", ""GIS Mapping""]",govt,Hyderabad,0.0,0,0.3,0.55,3,0
Bachelor's,"[""Copywriting"", ""Social Media"", ""Graphic Design"", ""SEO"", ""Cloud"", ""SEO""]",media,Delhi,EWS,Urban,1,INT-049,"[""Contract Drafting"", ""Case Analysis"", ""IP Law"", ""Compliance""]",legal,Chennai,0.0,0,0.3,0.55,3,0
Bachelor's,"[""Copywriting"", ""Social Media"", ""Graphic Design"", ""SEO"", ""Cloud"", ""SEO""]",media,Delhi,EWS,Urban,1,INT-003,"[""Machine Learning"", ""Web Dev""]",tech,Chennai,0.0,0,0.3,0.55,3,0
Bachelor's,"[""Copywriting"", ""Social Media"", ""Graphic Design"", ""SEO"", ""Cloud"", ""SEO""]",media,Delhi,EWS,Urban,1,INT-002,"[""Labour Law"", ""IP Law""]",legal,Mumbai,0.0,0,0.3,0.55,3,0
Bachelor's,"[""Copywriting"", ""Social Media"", ""Graphic Design"", ""SEO"", ""Cloud"", ""SEO""]",media,Delhi,EWS,Urban,1,INT-016,"[""Compliance"", ""IP Law"", ""Labour Law"", ""Contract Drafting""]",legal,Chennai,0.0,0,0.3,0.55,3,0
Bachelor's,"[""Copywriting"", ""Social Media"", ""Graphic Design"", ""SEO"", ""Cloud"", ""SEO""]",media,Delhi,EWS,Urban,1,INT-013,"[""Python"", ""Cloud""]",tech,Pune,0.5,0,0.3,0.55,3,0
PhD,"[""Web Dev"", ""Data Analysis"", ""IoT""]",tech,Bhopal,OBC,Semi-Urban,1,INT-050,"[""Risk Analysis"", ""Tally"", ""Taxation"", ""Excel""]",finance,Delhi,0.0,0,0.3,0.75,5,0
PhD,"[""Web Dev"", ""Data Analysis"", ""IoT""]",tech,Bhopal,OBC,Semi-Urban,1,INT-024,"[""Taxation"", ""Risk Analysis""]",finance,Mumbai,0.0,0,0.3,0.75,5,0
PhD,"[""Web Dev"", ""Data Analysis"", ""IoT""]",tech,Bhopal,OBC,Semi-Urban,1,INT-011,"[""Labour Law"", ""Legal Research"", ""Contract Drafting"", ""Case Analysis""]",legal,Chennai,0.0,0,0.3,0.75,5,0
PhD,"[""Web Dev"", ""Data Analysis"", ""IoT""]",tech,Bhopal,OBC,Semi-Urban,1,INT-039,"[""Survey Methods"", ""Policy Analysis"", ""Documentation"", ""Community Outreach""]",govt,Delhi,0.0,0,0.3,0.75,5,0
PhD,"[""Web Dev"", ""Data Analysis"", ""IoT""]",tech,Bhopal,OBC,Semi-Urban,1,INT-047,"[""Risk Analysis"", ""Tally"", ""Audit""]",finance,Lucknow,0.0,0,0.3,0.75,5,0
PhD,"[""Web Dev"", ""Data Analysis"", ""IoT""]",tech,Bhopal,OBC,Semi-Urban,1,INT-008,"[""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Labour Law""]",legal,Mumbai,0.0,0,0.3,0.75,5,0
PhD,"[""Web Dev"", ""Data Analysis"", ""IoT""]",tech,Bhopal,OBC,Semi-Urban,1,INT-048,"[""Contract Drafting"", ""Case Analysis""]",legal,Mumbai,0.0,0,0.3,0.75,5,0
PhD,"[""Web Dev"", ""Data Analysis"", ""IoT""]",tech,Bhopal,OBC,Semi-Urban,1,INT-020,"[""Legal Research"", ""Case Analysis"", ""Compliance""]",legal,Bangalore,0.0,0,0.3,0.75,5,0
PhD,"[""SQL"", ""Cybersecurity"", ""Excel"", ""SQL"", ""Community Outreach""]",tech,Remote,OBC,Urban,1,INT-044,"[""SEO"", ""Copywriting""]",media,Kolkata,0.0,0,0.3,0.6,5,0
PhD,"[""SQL"", ""Cybersecurity"", ""Excel"", ""SQL"", ""Community Outreach""]",tech,Remote,OBC,Urban,1,INT-039,"[""Survey Methods"", ""Policy Analysis"", ""Documentation"", ""Community Outreach""]",govt,Delhi,0.25,0,0.3,0.6,5,0
PhD,"[""SQL"", ""Cybersecurity"", ""Excel"", ""SQL"", ""Community Outreach""]",tech,Remote,OBC,Urban,1,INT-008,"[""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Labour Law""]",legal,Mumbai,0.0,0,0.3,0.6,5,0
PhD,"[""SQL"", ""Cybersecurity"", ""Excel"", ""SQL"", ""Community Outreach""]",tech,Remote,OBC,Urban,1,INT-037,"[""Accounting"", ""Taxation"", ""Excel""]",finance,Jaipur,0.3333333333333333,0,0.3,0.6,5,0
PhD,"[""SQL"", ""Cybersecurity"", ""Excel"", ""SQL"", ""Community Outreach""]",tech,Remote,OBC,Urban,1,INT-003,"[""Machine Learning"", ""Web Dev""]",tech,Chennai,0.0,1,0.3,0.6,5,1
PhD,"[""SQL"", ""Cybersecurity"", ""Excel"", ""SQL"", ""Community Outreach""]",tech,Remote,OBC,Urban,1,INT-023,"[""GIS Mapping"", ""Policy Analysis"", ""Survey Methods""]",govt,Hyderabad,0.0,0,0.3,0.6,5,0
PhD,"[""SQL"", ""Cybersecurity"", ""Excel"", ""SQL"", ""Community Outreach""]",tech,Remote,OBC,Urban,1,INT-035,"[""Content Writing"", ""Copywriting"", ""Photography"", ""SEO""]",media,Mumbai,0.0,0,0.3,0.6,5,0
PhD,"[""SQL"", ""Cybersecurity"", ""Excel"", ""SQL"", ""Community Outreach""]",tech,Remote,OBC,Urban,1,INT-028,"[""Report Writing"", ""Survey Methods"", ""Community Outreach"", ""Policy Analysis""]",govt,Mumbai,0.25,0,0.3,0.6,5,0
Bachelor's,"[""IP Law"", ""Case Analysis""]",legal,Pune,ST,Urban,1,INT-024,"[""Taxation"", ""Risk Analysis""]",finance,Mumbai,0.0,0,0.3,0.7,3,0
Bachelor's,"[""IP Law"", ""Case Analysis""]",legal,Pune,ST,Urban,1,INT-041,"[""Compliance"", ""Legal Research""]",legal,Bhopal,0.0,1,0.3,0.7,3,0
Bachelor's,"[""IP Law"", ""Case Analysis""]",legal,Pune,ST,Urban,1,INT-030,"[""Pharmacology"", ""Patient Care"", ""Lab Skills"", ""Public Health""]",health,Bhopal,0.0,0,0.3,0.7,3,0
Bachelor's,"[""IP Law"", ""Case Analysis""]",legal,Pune,ST,Urban,1,INT-046,"[""Report Writing"", ""Documentation"", ""Policy Analysis""]",govt,Chennai,0.0,0,0.3,0.7,3,0
Bachelor's,"[""IP Law"", ""Case Analysis""]",legal,Pune,ST,Urban,1,INT-010,"[""Copywriting"", ""Graphic Design"", ""Video Editing"", ""SEO""]",media,Hyderabad,0.0,0,0.3,0.7,3,0
Bachelor's,"[""IP Law"", ""Case Analysis""]",legal,Pune,ST,Urban,1,INT-028,"[""Report Writing"", ""Survey Methods"", ""Community Outreach"", ""Policy Analysis""]",govt,Mumbai,0.0,0,0.3,0.7,3,0
Bachelor's,"[""IP Law"", ""Case Analysis""]",legal,Pune,ST,Urban,1,INT-012,"[""SEO"", ""Copywriting"", ""Photography""]",media,Chennai,0.0,0,0.3,0.7,3,0
Bachelor's,"[""IP Law"", ""Case Analysis""]",legal,Pune,ST,Urban,1,INT-034,"[""Excel"", ""Tally"", ""Taxation""]",finance,Chennai,0.0,0,0.3,0.7,3,0
Bachelor's,"[""Compliance"", ""Labour Law"", ""Case Analysis"", ""Contract Drafting"", ""Legal Research""]",legal,Kolkata,ST,Urban,1,INT-037,"[""Accounting"", ""Taxation"", ""Excel""]",finance,Jaipur,0.0,0,0.3,0.7,3,0
Bachelor's,"[""Compliance"", ""Labour Law"", ""Case Analysis"", ""Contract Drafting"", ""Legal Research""]",legal,Kolkata,ST,Urban,1,INT-040,"[""Report Writing"", ""Policy Analysis"", ""Survey Methods"", ""GIS Mapping""]",govt,Mumbai,0.0,0,0.3,0.7,3,0
Bachelor's,"[""Compliance"", ""Labour Law"", ""Case Analysis"", ""Contract Drafting"", ""Legal Research""]",legal,Kolkata,ST,Urban,1,INT-043,"[""Public Health"", ""Nutrition""]",health,Hyderabad,0.0,0,0.3,0.7,3,0
Bachelor's,"[""Compliance"", ""Labour Law"", ""Case Analysis"", ""Contract Drafting"", ""Legal Research""]",legal,Kolkata,ST,Urban,1,INT-025,"[""Data Analysis"", ""UI/UX"", ""IoT"", ""SQL""]",tech,Bangalore,0.0,0,0.3,0.7,3,0
Bachelor's,"[""Compliance"", ""Labour Law"", ""Case Analysis"", ""Contract Drafting"", ""Legal Research""]",legal,Kolkata,ST,Urban,1,INT-022,"[""IP Law"", ""Contract Drafting"", ""Labour Law"", ""Compliance""]",legal,Bangalore,0.75,1,0.3,0.7,3,1
Bachelor's,"[""Compliance"", ""Labour Law"", ""Case Analysis"", ""Contract Drafting"", ""Legal Research""]",legal,Kolkata,ST,Urban,1,INT-002,"[""Labour Law"", ""IP Law""]",legal,Mumbai,0.5,1,0.3,0.7,3,1
Bachelor's,"[""Compliance"", ""Labour Law"", ""Case Analysis"", ""Contract Drafting"", ""Legal Research""]",legal,Kolkata,ST,Urban,1,INT-032,"[""Pharmacology"", ""Nutrition"", ""First Aid""]",health,Remote,0.0,0,0.9,0.7,3,0
Bachelor's,"[""Compliance"", ""Labour Law"", ""Case Analysis"", ""Contract Drafting"", ""Legal Research""]",legal,Kolkata,ST,Urban,1,INT-021,"[""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Labour Law""]",legal,Mumbai,0.75,1,0.3,0.7,3,1
Master's,"[""Audit"", ""Equity Research"", ""Excel"", ""Tally"", ""Legal Research""]",finance,Kolkata,EWS,Urban,0,INT-006,"[""Financial Modeling"", ""Accounting"", ""Taxation""]",finance,Mumbai,0.0,1,0.3,0.55,4,0
Master's,"[""Audit"", ""Equity Research"", ""Excel"", ""Tally"", ""Legal Research""]",finance,Kolkata,EWS,Urban,0,INT-016,"[""Compliance"", ""IP Law"", ""Labour Law"", ""Contract Drafting""]",legal,Chennai,0.0,0,0.3,0.55,4,0
Master's,"[""Audit"", ""Equity Research"", ""Excel"", ""Tally"", ""Legal Research""]",finance,Kolkata,EWS,Urban,0,INT-047,"[""Risk Analysis"", ""Tally"", ""Audit""]",finance,Lucknow,0.6666666666666666,1,0.3,0.55,4,1
Master's,"[""Audit"", ""Equity Research"", ""Excel"", ""Tally"", ""Legal Research""]",finance,Kolkata,EWS,Urban,0,INT-027,"[""Social Media"", ""Content Writing"", ""Video Editing"", ""Photography""]",media,Mumbai,0.0,0,0.3,0.55,4,0
Master's,"[""Audit"", ""Equity Research"", ""Excel"", ""Tally"", ""Legal Research""]",finance,Kolkata,EWS,Urban,0,INT-032,"[""Pharmacology"", ""Nutrition"", ""First Aid""]",health,Remote,0.0,0,0.9,0.55,4,0
Master's,"[""Audit"", ""Equity Research"", ""Excel"", ""Tally"", ""Legal Research""]",finance,Kolkata,EWS,Urban,0,INT-036,"[""Tally"", ""Taxation"", ""Financial Modeling""]",finance,Pune,0.3333333333333333,1,0.3,0.55,4,1
Master's,"[""Audit"", ""Equity Research"", ""Excel"", ""Tally"", ""Legal Research""]",finance,Kolkata,EWS,Urban,0,INT-049,"[""Contract Drafting"", ""Case Analysis"", ""IP Law"", ""Compliance""]",legal,Chennai,0.0,0,0.3,0.55,4,0
Master's,"[""Audit"", ""Equity Research"", ""Excel"", ""Tally"", ""Legal Research""]",finance,Kolkata,EWS,Urban,0,INT-031,"[""Equity Research"", ""Financial Modeling"", ""Accounting""]",finance,Mumbai,0.3333333333333333,1,0.3,0.55,4,1
Master's,"[""Legal Research"", ""Labour Law"", ""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Patient Care""]",legal,Remote,EWS,Semi-Urban,1,INT-036,"[""Tally"", ""Taxation"", ""Financial Modeling""]",finance,Pune,0.0,0,0.3,0.7,4,0
Master's,"[""Legal Research"", ""Labour Law"", ""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Patient Care""]",legal,Remote,EWS,Semi-Urban,1,INT-034,"[""Excel"", ""Tally"", ""Taxation""]",finance,Chennai,0.0,0,0.3,0.7,4,0
Master's,"[""Legal Research"", ""Labour Law"", ""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Patient Care""]",legal,Remote,EWS,Semi-Urban,1,INT-023,"[""GIS Mapping"", ""Policy Analysis"", ""Survey Methods""]",govt,Hyderabad,0.0,0,0.3,0.7,4,0
Master's,"[""Legal Research"", ""Labour Law"", ""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Patient Care""]",legal,Remote,EWS,Semi-Urban,1,INT-028,"[""Report Writing"", ""Survey Methods"", ""Community Outreach"", ""Policy Analysis""]",govt,Mumbai,0.0,0,0.3,0.7,4,0
Master's,"[""Legal Research"", ""Labour Law"", ""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Patient Care""]",legal,Remote,EWS,Semi-Urban,1,INT-050,"[""Risk Analysis"", ""Tally"", ""Taxation"", ""Excel""]",finance,Delhi,0.0,0,0.3,0.7,4,0
Master's,"[""Legal Research"", ""Labour Law"", ""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Patient Care""]",legal,Remote,EWS,Semi-Urban,1,INT-022,"[""IP Law"", ""Contract Drafting"", ""Labour Law"", ""Compliance""]",legal,Bangalore,0.75,1,0.3,0.7,4,1
Master's,"[""Legal Research"", ""Labour Law"", ""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Patient Care""]",legal,Remote,EWS,Semi-Urban,1,INT-048,"[""Contract Drafting"", ""Case Analysis""]",legal,Mumbai,1.0,1,0.3,0.7,4,1
Master's,"[""Legal Research"", ""Labour Law"", ""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Patient Care""]",legal,Remote,EWS,Semi-Urban,1,INT-030,"[""Pharmacology"", ""Patient Care"", ""Lab Skills"", ""Public Health""]",health,Bhopal,0.25,0,0.3,0.7,4,0
Bachelor's,"[""Patient Care"", ""First Aid"", ""Nutrition"", ""Medical Research""]",health,Lucknow,OBC,Urban,0,INT-048,"[""Contract Drafting"", ""Case Analysis""]",legal,Mumbai,0.0,0,0.3,0.6,3,0
Bachelor's,"[""Patient Care"", ""First Aid"", ""Nutrition"", ""Medical Research""]",health,Lucknow,OBC,Urban,0,INT-031,"[""Equity Research"", ""Financial Modeling"", ""Accounting""]",finance,Mumbai,0.0,0,0.3,0.6,3,0
Bachelor's,"[""Patient Care"", ""First Aid"", ""Nutrition"", ""Medical Research""]",health,Lucknow,OBC,Urban,0,INT-018,"[""GIS Mapping"", ""Community Outreach""]",govt,Bhopal,0.0,0,0.3,0.6,3,0
Bachelor's,"[""Patient Care"", ""First Aid"", ""Nutrition"", ""Medical Research""]",health,Lucknow,OBC,Urban,0,INT-047,"[""Risk Analysis"", ""Tally"", ""Audit""]",finance,Lucknow,0.0,0,1.0,0.6,3,0
Bachelor's,"[""Patient Care"", ""First Aid"", ""Nutrition"", ""Medical Research""]",health,Lucknow,OBC,Urban,0,INT-038,"[""IP Law"", ""Compliance"", ""Contract Drafting"", ""Legal Research""]",legal,Kolkata,0.0,0,0.3,0.6,3,0
Bachelor's,"[""Patient Care"", ""First Aid"", ""Nutrition"", ""Medical Research""]",health,Lucknow,OBC,Urban,0,INT-034,"[""Excel"", ""Tally"", ""Taxation""]",finance,Chennai,0.0,0,0.3,0.6,3,0
Bachelor's,"[""Patient Care"", ""First Aid"", ""Nutrition"", ""Medical Research""]",health,Lucknow,OBC,Urban,0,INT-039,"[""Survey Methods"", ""Policy Analysis"", ""Documentation"", ""Community Outreach""]",govt,Delhi,0.0,0,0.3,0.6,3,0
Bachelor's,"[""Patient Care"", ""First Aid"", ""Nutrition"", ""Medical Research""]",health,Lucknow,OBC,Urban,0,INT-019,"[""Community Outreach"", ""Policy Analysis""]",govt,Remote,0.0,0,0.9,0.6,3,0
Diploma,"[""Web Dev"", ""Cloud"", ""Data Analysis"", ""IoT""]",tech,Lucknow,OBC,Semi-Urban,0,INT-004,"[""Community Outreach"", ""Survey Methods""]",govt,Pune,0.0,0,0.3,0.75,2,0
Diploma,"[""Web Dev"", ""Cloud"", ""Data Analysis"", ""IoT""]",tech,Lucknow,OBC,Semi-Urban,0,INT-036,"[""Tally"", ""Taxation"", ""Financial Modeling""]",finance,Pune,0.0,0,0.3,0.75,2,0
Diploma,"[""Web Dev"", ""Cloud"", ""Data Analysis"", ""IoT""]",tech,Lucknow,OBC,Semi-Urban,0,INT-019,"[""Community Outreach"", ""Policy Analysis""]",govt,Remote,0.0,0,0.9,0.75,2,0
Diploma,"[""Web Dev"", ""Cloud"", ""Data Analysis"", ""IoT""]",tech,Lucknow,OBC,Semi-Urban,0,INT-045,"[""IoT"", ""Machine Learning""]",tech,Mumbai,0.5,1,0.3,0.75,2,1
Diploma,"[""Web Dev"", ""Cloud"", ""Data Analysis"", ""IoT""]",tech,Lucknow,OBC,Semi-Urban,0,INT-009,"[""Nutrition"", ""Patient Care""]",health,Mumbai,0.0,0,0.3,0.75,2,0
Diploma,"[""Web Dev"", ""Cloud"", ""Data Analysis"", ""IoT""]",tech,Lucknow,OBC,Semi-Urban,0,INT-041,"[""Compliance"", ""Legal Research""]",legal,Bhopal,0.0,0,0.3,0.75,2,0
Diploma,"[""Web Dev"", ""Cloud"", ""Data Analysis"", ""IoT""]",tech,Lucknow,OBC,Semi-Urban,0,INT-032,"[""Pharmacology"", ""Nutrition"", ""First Aid""]",health,Remote,0.0,0,0.9,0.75,2,0
Diploma,"[""Web Dev"", ""Cloud"", ""Data Analysis"", ""IoT""]",tech,Lucknow,OBC,Semi-Urban,0,INT-007,"[""Policy Analysis"", ""GIS Mapping"", ""Community Outreach""]",govt,Pune,0.0,0,0.3,0.75,2,0
PhD,"[""IoT"", ""UI/UX"", ""Android Dev"", ""Data Analysis"", ""Web Dev""]",tech,Kolkata,ST,Urban,0,INT-026,"[""Taxation"", ""Audit"", ""Excel"", ""Tally""]",finance,Remote,0.0,0,0.9,0.7,5,0
PhD,"[""IoT"", ""UI/UX"", ""Android Dev"", ""Data Analysis"", ""Web Dev""]",tech,Kolkata,ST,Urban,0,INT-032,"[""Pharmacology"", ""Nutrition"", ""First Aid""]",health,Remote,0.0,0,0.9,0.7,5,0
PhD,"[""IoT"", ""UI/UX"", ""Android Dev"", ""Data Analysis"", ""Web Dev""]",tech,Kolkata,ST,Urban,0,INT-005,"[""Policy Analysis"", ""Report Writing"", ""GIS Mapping""]",govt,Hyderabad,0.0,0,0.3,0.7,5,0
PhD,"[""IoT"", ""UI/UX"", ""Android Dev"", ""Data Analysis"", ""Web Dev""]",tech,Kolkata,ST,Urban,0,INT-037,"[""Accounting"", ""Taxation"", ""Excel""]",finance,Jaipur,0.0,0,0.3,0.7,5,0
PhD,"[""IoT"", ""UI/UX"", ""Android Dev"", ""Data Analysis"", ""Web Dev""]",tech,Kolkata,ST,Urban,0,INT-041,"[""Compliance"", ""Legal Research""]",legal,Bhopal,0.0,0,0.3,0.7,5,0
PhD,"[""IoT"", ""UI/UX"", ""Android Dev"", ""Data Analysis"", ""Web Dev""]",tech,Kolkata,ST,Urban,0,INT-044,"[""SEO"", ""Copywriting""]",media,Kolkata,0.0,0,1.0,0.7,5,0
PhD,"[""IoT"", ""UI/UX"", ""Android Dev"", ""Data Analysis"", ""Web Dev""]",tech,Kolkata,ST,Urban,0,INT-004,"[""Community Outreach"", ""Survey Methods""]",govt,Pune,0.0,0,0.3,0.7,5,0
PhD,"[""IoT"", ""UI/UX"", ""Android Dev"", ""Data Analysis"", ""Web Dev""]",tech,Kolkata,ST,Urban,0,INT-010,"[""Copywriting"", ""Graphic Design"", ""Video Editing"", ""SEO""]",media,Hyderabad,0.0,0,0.3,0.7,5,0
PhD,"[""Financial Modeling"", ""Tally"", ""Accounting"", ""Risk Analysis"", ""Legal Research"", ""Contract Drafting"", ""Risk Analysis""]",finance,Lucknow,ST,Semi-Urban,1,INT-020,"[""Legal Research"", ""Case Analysis"", ""Compliance""]",legal,Bangalore,0.3333333333333333,0,0.3,0.85,5,0
PhD,"[""Financial Modeling"", ""Tally"", ""Accounting"", ""Risk Analysis"", ""Legal Research"", ""Contract Drafting"", ""Risk Analysis""]",finance,Lucknow,ST,Semi-Urban,1,INT-038,"[""IP Law"", ""Compliance"", ""Contract Drafting"", ""Legal Research""]",legal,Kolkata,0.5,0,0.3,0.85,5,1
PhD,"[""Financial Modeling"", ""Tally"", ""Accounting"", ""Risk Analysis"", ""Legal Research"", ""Contract Drafting"", ""Risk Analysis""]",finance,Lucknow,ST,Semi-Urban,1,INT-028,"[""Report Writing"", ""Survey Methods"", ""Community Outreach"", ""Policy Analysis""]",govt,Mumbai,0.0,0,0.3,0.85,5,0
PhD,"[""Financial Modeling"", ""Tally"", ""Accounting"", ""Risk Analysis"", ""Legal Research"", ""Contract Drafting"", ""Risk Analysis""]",finance,Lucknow,ST,Semi-Urban,1,INT-050,"[""Risk Analysis"", ""Tally"", ""Taxation"", ""Excel""]",finance,Delhi,0.5,1,0.3,0.85,5,1
PhD,"[""Financial Modeling"", ""Tally"", ""Accounting"", ""Risk Analysis"", ""Legal Research"", ""Contract Drafting"", ""Risk Analysis""]",finance,Lucknow,ST,Semi-Urban,1,INT-037,"[""Accounting"", ""Taxation"", ""Excel""]",finance,Jaipur,0.3333333333333333,1,0.3,0.85,5,1
PhD,"[""Financial Modeling"", ""Tally"", ""Accounting"", ""Risk Analysis"", ""Legal Research"", ""Contract Drafting"", ""Risk Analysis""]",finance,Lucknow,ST,Semi-Urban,1,INT-040,"[""Report Writing"", ""Policy Analysis"", ""Survey Methods"", ""GIS Mapping""]",govt,Mumbai,0.0,0,0.3,0.85,5,0
PhD,"[""Financial Modeling"", ""Tally"", ""Accounting"", ""Risk Analysis"", ""Legal Research"", ""Contract Drafting"", ""Risk Analysis""]",finance,Lucknow,ST,Semi-Urban,1,INT-004,"[""Community Outreach"", ""Survey Methods""]",govt,Pune,0.0,0,0.3,0.85,5,0
PhD,"[""Financial Modeling"", ""Tally"", ""Accounting"", ""Risk Analysis"", ""Legal Research"", ""Contract Drafting"", ""Risk Analysis""]",finance,Lucknow,ST,Semi-Urban,1,INT-045,"[""IoT"", ""Machine Learning""]",tech,Mumbai,0.0,0,0.3,0.85,5,0
High School,"[""Labour Law"", ""Contract Drafting"", ""Case Analysis""]",legal,Bangalore,OBC,Urban,0,INT-011,"[""Labour Law"", ""Legal Research"", ""Contract Drafting"", ""Case Analysis""]",legal,Chennai,0.75,1,0.3,0.6,1,1
High School,"[""Labour Law"", ""Contract Drafting"", ""Case Analysis""]",legal,Bangalore,OBC,Urban,0,INT-001,"[""Legal Research"", ""Case Analysis""]",legal,Chennai,0.5,1,0.3,0.6,1,1
High School,"[""Labour Law"", ""Contract Drafting"", ""Case Analysis""]",legal,Bangalore,OBC,Urban,0,INT-027,"[""Social Media"", ""Content Writing"", ""Video Editing"", ""Photography""]",media,Mumbai,0.0,0,0.3,0.6,1,0
High School,"[""Labour Law"", ""Contract Drafting"", ""Case Analysis""]",legal,Bangalore,OBC,Urban,0,INT-029,"[""Accounting"", ""Equity Research""]",finance,Hyderabad,0.0,0,0.3,0.6,1,0
High School,"[""Labour Law"", ""Contract Drafting"", ""Case Analysis""]",legal,Bangalore,OBC,Urban,0,INT-045,"[""IoT"", ""Machine Learning""]",tech,Mumbai,0.0,0,0.3,0.6,1,0
High School,"[""Labour Law"", ""Contract Drafting"", ""Case Analysis""]",legal,Bangalore,OBC,Urban,0,INT-039,"[""Survey Methods"", ""Policy Analysis"", ""Documentation"", ""Community Outreach""]",govt,Delhi,0.0,0,0.3,0.6,1,0
High School,"[""Labour Law"", ""Contract Drafting"", ""Case Analysis""]",legal,Bangalore,OBC,Urban,0,INT-031,"[""Equity Research"", ""Financial Modeling"", ""Accounting""]",finance,Mumbai,0.0,0,0.3,0.6,1,0
High School,"[""Labour Law"", ""Contract Drafting"", ""Case Analysis""]",legal,Bangalore,OBC,Urban,0,INT-019,"[""Community Outreach"", ""Policy Analysis""]",govt,Remote,0.0,0,0.9,0.6,1,0
Diploma,"[""SQL"", ""IoT"", ""Machine Learning"", ""Cloud"", ""Equity Research""]",tech,Remote,EWS,Rural,0,INT-028,"[""Report Writing"", ""Survey Methods"", ""Community Outreach"", ""Policy Analysis""]",govt,Mumbai,0.0,0,0.3,0.85,2,0
Diploma,"[""SQL"", ""IoT"", ""Machine Learning"", ""Cloud"", ""Equity Research""]",tech,Remote,EWS,Rural,0,INT-008,"[""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Labour Law""]",legal,Mumbai,0.0,0,0.3,0.85,2,0
Diploma,"[""SQL"", ""IoT"", ""Machine Learning"", ""Cloud"", ""Equity Research""]",tech,Remote,EWS,Rural,0,INT-035,"[""Content Writing"", ""Copywriting"", ""Photography"", ""SEO""]",media,Mumbai,0.0,0,0.3,0.85,2,0
Diploma,"[""SQL"", ""IoT"", ""Machine Learning"", ""Cloud"", ""Equity Research""]",tech,Remote,EWS,Rural,0,INT-015,"[""Excel"", ""Financial Modeling"", ""Audit""]",finance,Lucknow,0.0,0,0.3,0.85,2,0
Diploma,"[""SQL"", ""IoT"", ""Machine Learning"", ""Cloud"", ""Equity Research""]",tech,Remote,EWS,Rural,0,INT-042,"[""GIS Mapping"", ""Survey Methods""]",govt,Bhopal,0.0,0,0.3,0.85,2,0
Diploma,"[""SQL"", ""IoT"", ""Machine Learning"", ""Cloud"", ""Equity Research""]",tech,Remote,EWS,Rural,0,INT-010,"[""Copywriting"", ""Graphic Design"", ""Video Editing"", ""SEO""]",media,Hyderabad,0.0,0,0.3,0.85,2,0
